arm,mix,value_size,dist,scale,rep,order,keys,server,version,ops_per_sec,value_ops_per_sec,hit_ratio,p50_us,p99_us,used_memory,vmhwm_bytes,disk_bytes,coverage_fraction
data,10,16,zipfian,1,2,valkey redis aki,1157049,f3,unknown,1758859.1,1758859.1,1,386.559,3508.223,73639088,105689088,0,1
data,10,16,zipfian,1,2,valkey redis aki,1157049,redis,redis 8.8.0,2417862.3,2417862.3,1,304.383,3004.415,86492016,113115136,0,1
data,10,16,zipfian,1,2,valkey redis aki,1157049,valkey,valkey 9.1.0,2646566.7,2646566.7,1,257.407,3895.295,74495264,86339584,0,1
data,10,16,zipfian,4,1,aki redis valkey,4628197,f3,unknown,1745431.6,1745431.6,1,393.215,3405.823,294814896,363470848,0,1
data,10,16,zipfian,4,1,aki redis valkey,4628197,redis,redis 8.8.0,2434479.9,2434479.9,1,305.919,2881.535,344051600,401735680,0,1
data,10,16,zipfian,4,1,aki redis valkey,4628197,valkey,valkey 9.1.0,2555857.4,2555857.4,1,272.639,3874.815,295454880,316362752,0,1
data,10,16,zipfian,4,2,valkey redis aki,4628197,f3,unknown,1751544.4,1751544.4,1,395.775,3368.959,294814896,363343872,0,1
data,10,16,zipfian,4,2,valkey redis aki,4628197,redis,redis 8.8.0,2402407.6,2402407.6,1,309.503,2959.359,344061696,402010112,0,1
data,10,16,zipfian,4,2,valkey redis aki,4628197,valkey,valkey 9.1.0,2561220.3,2561220.3,1,269.567,3827.711,295447328,316092416,0,1
data,10,16,zipfian,16,1,aki redis valkey,18512790,f3,unknown,1725628.7,1725628.7,1,403.199,3409.919,1179571360,1386405888,0,1
data,10,16,zipfian,16,1,aki redis valkey,18512790,redis,redis 8.8.0,2207640.1,2207640.1,1,347.135,2846.719,1374348280,1561993216,0,1
data,10,16,zipfian,16,1,aki redis valkey,18512790,valkey,valkey 9.1.0,2386888.4,2386888.4,1,302.847,3786.751,1179321104,1235369984,0,1
data,10,16,zipfian,16,2,valkey redis aki,18512790,f3,unknown,1736167.7,1736167.7,1,401.919,3332.095,1179571360,1356513280,0,1
data,10,16,zipfian,16,2,valkey redis aki,18512790,redis,redis 8.8.0,2229896.1,2229896.1,1,344.063,2809.855,1374329000,1561874432,0,1
data,10,16,zipfian,16,2,valkey redis aki,18512790,valkey,valkey 9.1.0,2399930.1,2399930.1,1,300.287,3743.743,1179283344,1235173376,0,1
data,10,128,uniform,1,1,aki redis valkey,588674,f3,unknown,1765208.0,1765208.0,1,386.303,3516.415,103258560,138821632,0,1
